timestamp,open,high,low,close,volume
2020-07-31,1.1848,1.19088,1.176,1.1771,0.0
2020-08-03,1.17944,1.17968,1.1694,1.1758,0.0
2020-08-04,1.17604,1.18062,1.172,1.17979,0.0
2020-08-05,1.1798,1.19049,1.1792,1.1872,0.0
2020-08-06,1.18726,1.19162,1.1817,1.1881,0.0
2020-08-07,1.18813,1.1882,1.1754,1.1787,0.0
2020-08-10,1.1776,1.18007,1.1734,1.174,0.0
2020-08-11,1.17416,1.1808,1.172,1.1742,0.0
2020-08-12,1.17435,1.1817,1.1709,1.17873,0.0
2020-08-13,1.17868,1.18642,1.1784,1.1817,0.0
2020-08-14,1.18166,1.18504,1.178,1.18408,0.0
2020-08-17,1.18416,1.1881,1.1827,1.18726,0.0
2020-08-18,1.18722,1.19656,1.1869,1.19393,0.0
2020-08-19,1.19396,1.19527,1.1829,1.1851,0.0
2020-08-20,1.18514,1.18687,1.1801,1.1865,0.0
2020-08-21,1.18655,1.18829,1.1753,1.17958,0.0
2020-08-24,1.1801,1.18496,1.1782,1.17936,0.0
2020-08-25,1.17939,1.18439,1.1782,1.18327,0.0
2020-08-26,1.18334,1.18393,1.1771,1.1835,0.0
2020-08-27,1.18361,1.19019,1.1761,1.1817,0.0
2020-08-28,1.18186,1.19197,1.1809,1.19008,0.0
2020-08-31,1.19084,1.19661,1.1883,1.1937,0.0
2020-09-01,1.19371,1.20114,1.19,1.1917,0.0
2020-09-02,1.19179,1.1929,1.1821,1.18526,0.0
2020-09-03,1.18536,1.18646,1.1787,1.1845,0.0
2020-09-04,1.18464,1.18654,1.1779,1.18389,0.0
2020-09-07,1.18406,1.18487,1.181,1.18157,0.0
2020-09-08,1.1815,1.18276,1.17559,1.17667,0.0
2020-09-09,1.17668,1.18342,1.1751,1.18078,0.0
2020-09-10,1.18079,1.19175,1.1799,1.18196,0.0
2020-09-11,1.18202,1.18742,1.1817,1.18453,0.0
2020-09-14,1.1835,1.1888,1.1831,1.1865,0.0
2020-09-15,1.18649,1.19005,1.1838,1.1847,0.0
2020-09-16,1.1847,1.18826,1.1786,1.18152,0.0
2020-09-17,1.18122,1.18524,1.1736,1.18422,0.0
2020-09-18,1.18436,1.18705,1.1825,1.1839,0.0
2020-09-21,1.18411,1.18719,1.173,1.1769,0.0
2020-09-22,1.17667,1.17725,1.169,1.17057,0.0
